,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
263,201-300,University of Bayreuth,../Germany,12-22,,23.2,65.9,68.4,33.8,0,Mathematics,2020
264,201-300,University of Birmingham,../UnitedKingdom,11-15,,34.2,67.8,74.7,16.9,0,Mathematics,2020
265,201-300,University of Bochum,../Germany,12-22,,27.2,61.8,72.9,33.8,0,Mathematics,2020
266,201-300,University of Bologna,../Italy,14-24,,49.9,71.6,74.1,0,0,Mathematics,2020
267,201-300,University of Burgundy,../France,27-29,,32.3,59.0,73.1,29.3,0,Mathematics,2020
268,201-300,University of Caen Lower Normandy,../France,27-29,,26.4,69.5,65.7,29.3,0,Mathematics,2020
269,201-300,University of Calabria,../Italy,14-24,,34.2,93.6,70.7,0,0,Mathematics,2020
270,201-300,"University of California, Riverside",../UnitedStates,59-69,,33.1,72.7,64.8,16.9,0,Mathematics,2020
271,201-300,"University of California, Santa Cruz",../UnitedStates,59-69,,24.9,72.9,75.1,23.9,0,Mathematics,2020
272,201-300,University of Campinas,../Brazil,3-4,,49.0,71.4,62.8,0,0,Mathematics,2020
273,201-300,University of Central Florida,../UnitedStates,59-69,,37.5,70.4,74.4,16.9,0,Mathematics,2020
274,201-300,University of Cologne,../Germany,12-22,,37.0,69.5,77.2,16.9,0,Mathematics,2020
275,201-300,University of Colorado at Boulder,../UnitedStates,59-69,,46.6,80.2,62.5,0,0,Mathematics,2020
276,201-300,University of Concepcion,../Chile,3,,35.7,71.1,85.4,16.9,0,Mathematics,2020
277,201-300,University of Crete,../Greece,1-2,,26.4,59.1,77.0,33.8,0,Mathematics,2020
278,201-300,University of Erlangen-Nuremberg,../Germany,12-22,,44.7,77.7,75.0,0,0,Mathematics,2020
279,201-300,University of Florence,../Italy,14-24,,50.1,75.9,71.9,0,0,Mathematics,2020
280,201-300,University of Freiburg,../Germany,12-22,,36.3,66.5,69.6,16.9,0,Mathematics,2020
281,201-300,University of Hamburg,../Germany,12-22,,37.3,61.2,71.2,23.9,0,Mathematics,2020
282,201-300,University of Kansas,../UnitedStates,59-69,,32.2,70.9,74.6,16.9,0,Mathematics,2020
283,201-300,University of Leeds,../UnitedKingdom,11-15,,35.9,63.4,82.3,23.9,0,Mathematics,2020
284,201-300,University of Leipzig,../Germany,12-22,,28.7,69.5,74.5,23.9,0,Mathematics,2020
285,201-300,University of Lisbon,../Portugal,1,,62.5,61.4,78.6,0,0,Mathematics,2020
286,201-300,University of Milano-Bicocca,../Italy,14-24,,44.5,82.4,60.4,0,0,Mathematics,2020
287,201-300,University of Montreal,../Canada,7-9,,38.6,67.4,76.3,16.9,0,Mathematics,2020
288,201-300,University of Nebraska - Lincoln,../UnitedStates,59-69,,26.4,68.1,74.4,23.9,0,Mathematics,2020
289,201-300,University of Pisa,../Italy,14-24,,51.4,68.4,72.6,0,0,Mathematics,2020
290,201-300,University of Science and Technology Beijing,../China,25-48,,34.5,88.9,51.5,0,0,Mathematics,2020
291,201-300,University of Shanghai for Science and Technology,../China,25-48,,39.4,88.7,39.3,0,0,Mathematics,2020
292,201-300,University of the Basque Country,../Spain,7-10,,35.6,66.2,78.4,16.9,0,Mathematics,2020
293,201-300,University of Tours,../France,27-29,,28.3,74.1,78.4,16.9,0,Mathematics,2020
294,201-300,University of Verona,../Italy,14-24,,22.5,100.0,81.2,0,0,Mathematics,2020
295,201-300,University of Wuppertal,../Germany,12-22,,31.0,67.3,72.0,23.9,0,Mathematics,2020
296,201-300,Vanderbilt University,../UnitedStates,59-69,,34.2,72.2,66.2,16.9,0,Mathematics,2020
297,201-300,Wroclaw University of Science and Technology,../Poland,2,,32.8,71.8,57.5,16.9,0,Mathematics,2020
298,201-300,Xiamen University,../China,25-48,,54.9,73.4,54.3,0,0,Mathematics,2020
299,201-300,Yantai University,../China,25-48,,24.9,100.0,60.0,0,0,Mathematics,2020
300,301-400,Anhui University,../China,49-75,,34.8,80.8,52.0,0,0,Mathematics,2020
301,301-400,Bar-Ilan University,../Israel,5,,27.6,61.7,68.8,23.9,0,Mathematics,2020
302,301-400,Beijing Jiaotong University,../China,49-75,,39.8,78.3,53.2,0,0,Mathematics,2020
303,301-400,Beijing University of Posts and Telecommunications,../China,49-75,,33.3,86.8,42.3,0,0,Mathematics,2020
304,301-400,Boston University,../UnitedStates,70-85,,25.4,63.4,66.8,23.9,0,Mathematics,2020
305,301-400,Brandeis University,../UnitedStates,70-85,,23.4,77.4,63.8,16.9,0,Mathematics,2020
306,301-400,Capital Normal University,../China,49-75,,36.3,64.0,48.3,16.9,0,Mathematics,2020
307,301-400,Cardiff University,../UnitedKingdom,16-19,,28.7,69.4,84.0,16.9,0,Mathematics,2020
308,301-400,China University of Petroleum (Huadong),../China,49-75,,35.9,77.3,55.6,0,0,Mathematics,2020
309,301-400,Chung-Ang University,../SouthKorea,4-7,,24.7,89.8,60.8,0,0,Mathematics,2020
310,301-400,Civil Aviation University of China,../China,49-75,,23.9,100.0,41.3,0,0,Mathematics,2020
311,301-400,Clemson University,../UnitedStates,70-85,,25.2,73.4,57.7,16.9,0,Mathematics,2020
312,301-400,Concordia University,../Canada,10-12,,26.0,62.6,83.7,23.9,0,Mathematics,2020
313,301-400,Czech Technical University in Prague,../Czech,2,,36.6,62.4,72.1,16.9,0,Mathematics,2020
314,301-400,Donghua University,../China,49-75,,30.8,87.8,51.9,0,0,Mathematics,2020
315,301-400,Ecole des Ponts ParisTech,../France,30-36,,34.2,80.9,70.5,0,0,Mathematics,2020
316,301-400,Emory University,../UnitedStates,70-85,,30.3,64.6,69.3,16.9,0,Mathematics,2020
317,301-400,FÄ±rat University,../Turkey,2,,15.6,100.0,59.7,0,0,Mathematics,2020
318,301-400,Fluminense Federal University,../Brazil,5,,27.6,59.5,69.4,23.9,0,Mathematics,2020
319,301-400,Huzhou University,../China,49-75,,20.0,100.0,49.0,0,0,Mathematics,2020
320,301-400,Indian Statistical Institute,../India,1,,31.7,62.9,59.1,23.9,0,Mathematics,2020
321,301-400,INHA University,../SouthKorea,4-7,,27.4,82.5,76.3,0,0,Mathematics,2020
322,301-400,Islamic Azad University,../Iran,1,,52.8,67.6,57.9,0,0,Mathematics,2020
323,301-400,Jagiellonian University,../Poland,3-6,,48.1,68.2,70.3,0,0,Mathematics,2020
324,301-400,Jiangsu Normal University,../China,49-75,,38.7,75.5,52.8,0,0,Mathematics,2020
325,301-400,Jilin University,../China,49-75,,48.3,66.7,42.6,0,0,Mathematics,2020
326,301-400,Kyung Hee University,../SouthKorea,4-7,,26.8,68.9,65.7,23.9,0,Mathematics,2020
327,301-400,Laval University,../Canada,10-12,,24.1,66.7,82.7,16.9,0,Mathematics,2020
328,301-400,Linyi University,../China,49-75,,31.3,82.9,53.7,0,0,Mathematics,2020
329,301-400,Lund University,../Sweden,6,,29.8,67.3,78.0,16.9,0,Mathematics,2020
330,301-400,Moscow State University,../Russia,3-4,,44.4,54.3,48.0,16.9,0,Mathematics,2020
331,301-400,Nanjing Normal University,../China,49-75,,45.4,70.3,42.4,0,0,Mathematics,2020
332,301-400,Nanjing University of Aeronautics and Astronautics,../China,49-75,,42.7,75.1,49.8,0,0,Mathematics,2020
333,301-400,Nanjing University of Information Science & Technology,../China,49-75,,32.6,87.0,51.2,0,0,Mathematics,2020
334,301-400,Nanjing University of Posts and Telecommunications,../China,49-75,,25.8,91.6,46.6,0,0,Mathematics,2020
335,301-400,Nicolaus Copernicus University,../Poland,3-6,,26.4,74.7,62.6,16.9,0,Mathematics,2020
336,301-400,Northeast Normal University,../China,49-75,,41.8,72.1,47.4,0,0,Mathematics,2020
337,301-400,Oklahoma State University,../UnitedStates,70-85,,30.5,81.0,59.1,0,0,Mathematics,2020
338,301-400,Peoples' Friendship University of Russia,../Russia,3-4,,31.5,64.2,72.1,16.9,0,Mathematics,2020
339,301-400,Qingdao University,../China,49-75,,24.5,95.6,54.3,0,0,Mathematics,2020
340,301-400,RWTH Aachen University,../Germany,23-27,,47.5,65.1,73.2,0,0,Mathematics,2020
341,301-400,Shanghai Normal University,../China,49-75,,45.8,71.2,56.2,0,0,Mathematics,2020
342,301-400,Shenzhen University,../China,49-75,,33.0,82.4,45.3,0,0,Mathematics,2020
343,301-400,Sichuan University,../China,49-75,,52.0,63.2,46.7,0,0,Mathematics,2020
344,301-400,South China Normal University,../China,49-75,,48.3,67.6,36.0,0,0,Mathematics,2020
345,301-400,South China University of Technology,../China,49-75,,48.4,73.7,47.5,0,0,Mathematics,2020
346,301-400,Sungkyunkwan University,../SouthKorea,4-7,,38.3,74.1,77.3,0,0,Mathematics,2020
347,301-400,Temple University,../UnitedStates,70-85,,29.2,66.2,65.5,16.9,0,Mathematics,2020
348,301-400,The University of Georgia,../UnitedStates,70-85,,29.8,60.2,54.0,29.3,0,Mathematics,2020
349,301-400,The University of Manchester,../UnitedKingdom,16-19,,47.3,67.8,73.0,0,0,Mathematics,2020
350,301-400,The University of Memphis,../UnitedStates,70-85,,28.7,63.0,76.6,16.9,0,Mathematics,2020
351,301-400,The University of New Mexico - Albuquerque,../UnitedStates,70-85,,27.7,65.6,68.1,16.9,0,Mathematics,2020
352,301-400,The University of Queensland,../Australia,5-7,,23.0,76.1,76.8,16.9,0,Mathematics,2020
353,301-400,The University of Texas at San Antonio,../UnitedStates,70-85,,23.4,73.7,68.8,16.9,0,Mathematics,2020
354,301-400,The University of Western Australia,../Australia,5-7,,29.0,67.0,86.7,16.9,0,Mathematics,2020
355,301-400,Ton Duc Thang University,../Vietnam,1,,32.6,81.0,76.0,0,0,Mathematics,2020
356,301-400,Tongji University,../China,49-75,,46.6,73.1,43.4,0,0,Mathematics,2020
357,301-400,Universidad de Santiago de Chile,../Chile,4-5,,24.5,68.1,83.8,16.9,0,Mathematics,2020
358,301-400,Universidad Tecnica Federico Santa Maria,../Chile,4-5,,33.4,81.6,86.3,0,0,Mathematics,2020
359,301-400,"University at Buffalo, the State University of New York",../UnitedStates,70-85,,26.6,70.2,54.6,23.9,0,Mathematics,2020
360,301-400,University of Aveiro,../Portugal,2,,32.5,76.3,82.5,0,0,Mathematics,2020
361,301-400,University of Barcelona,../Spain,11-14,,38.4,62.0,71.6,16.9,0,Mathematics,2020
362,301-400,University of Bergen,../Norway,2-3,,33.8,72.2,88.3,0,0,Mathematics,2020
363,301-400,University of Buenos Aires,../Argentina,1,,45.2,64.8,68.6,0,0,Mathematics,2020
364,301-400,University of Cagliari,../Italy,25-29,,27.0,81.7,72.4,0,0,Mathematics,2020
365,301-400,University of Campania Luigi Vanvitelli,../Italy,25-29,,26.2,75.1,68.0,16.9,0,Mathematics,2020
366,301-400,University of Catania,../Italy,25-29,,32.3,80.3,70.5,0,0,Mathematics,2020
367,301-400,University of Clermont Auvergne,../France,30-36,,32.3,62.0,77.7,16.9,0,Mathematics,2020
368,301-400,University of Ferrara,../Italy,25-29,,29.6,82.9,69.2,0,0,Mathematics,2020
369,301-400,University of Goettingen,../Germany,23-27,,37.5,72.8,74.1,0,0,Mathematics,2020
370,301-400,University of Graz,../Austria,4-5,,34.8,72.9,77.5,0,0,Mathematics,2020
371,301-400,University of Insubria,../Italy,25-29,,33.8,77.6,74.7,0,0,Mathematics,2020
372,301-400,University of Liverpool,../UnitedKingdom,16-19,,28.1,60.8,81.7,23.9,0,Mathematics,2020
373,301-400,University of Macau,../China-Macau,1,,33.1,80.3,53.5,0,0,Mathematics,2020
374,301-400,University of Mainz,../Germany,23-27,,24.9,61.1,67.3,23.9,0,Mathematics,2020
375,301-400,University of Maribor,../Slovenia,2,,29.2,83.0,77.5,0,0,Mathematics,2020
376,301-400,University of Miami,../UnitedStates,70-85,,24.9,85.1,77.1,0,0,Mathematics,2020
377,301-400,University of Munich,../Germany,23-27,,32.3,76.9,71.4,0,0,Mathematics,2020
378,301-400,University of Orleans,../France,30-36,,26.4,66.5,72.2,16.9,0,Mathematics,2020
379,301-400,University of Oslo,../Norway,2-3,,37.9,72.3,81.2,0,0,Mathematics,2020
380,301-400,University of Poitiers,../France,30-36,,22.7,65.7,72.8,23.9,0,Mathematics,2020
381,301-400,University of Quebec Montreal,../Canada,10-12,,20.8,67.8,88.9,16.9,0,Mathematics,2020
382,301-400,University of Rouen,../France,30-36,,21.8,71.9,87.9,16.9,0,Mathematics,2020
383,301-400,University of Salamanca,../Spain,11-14,,23.4,87.9,58.9,0,0,Mathematics,2020
384,301-400,University of Salzburg,../Austria,4-5,,23.0,68.5,75.7,16.9,0,Mathematics,2020
385,301-400,University of Santiago Compostela,../Spain,11-14,,34.7,76.5,78.7,0,0,Mathematics,2020
386,301-400,University of South Carolina - Columbia,../UnitedStates,70-85,,33.6,80.8,68.7,0,0,Mathematics,2020
387,301-400,University of Strasbourg,../France,30-36,,32.5,52.4,65.8,33.8,0,Mathematics,2020
388,301-400,University of Tuebingen,../Germany,23-27,,29.9,63.2,66.2,23.9,0,Mathematics,2020
389,301-400,University of Versailles Saint-Quentin-en-Yvelines,../France,30-36,,32.5,62.7,67.9,16.9,0,Mathematics,2020
390,301-400,University of Wollongong,../Australia,5-7,,30.8,80.4,80.2,0,0,Mathematics,2020
391,301-400,University of Wroclaw,../Poland,3-6,,31.5,63.8,67.3,16.9,0,Mathematics,2020
392,301-400,University of York,../UnitedKingdom,16-19,,23.9,63.4,77.2,23.9,0,Mathematics,2020
393,301-400,University of Zaragoza,../Spain,11-14,,43.1,66.8,68.3,0,0,Mathematics,2020
394,301-400,Utah State University,../UnitedStates,70-85,,24.7,86.2,78.8,0,0,Mathematics,2020
395,301-400,Virginia Polytechnic Institute and State University,../UnitedStates,70-85,,41.0,72.6,67.0,0,0,Mathematics,2020
396,301-400,Warsaw University of Technology,../Poland,3-6,,33.8,62.1,58.7,16.9,0,Mathematics,2020
397,301-400,Washington University in St. Louis,../UnitedStates,70-85,,29.0,65.8,59.2,23.9,0,Mathematics,2020
398,301-400,Xi'an Jiaotong University,../China,49-75,,55.2,66.3,48.6,0,0,Mathematics,2020
399,301-400,Yunnan Normal University,../China,49-75,,22.5,100.0,38.0,0,0,Mathematics,2020
400,301-400,Yunnan University of Finance and Economics,../China,49-75,,20.8,100.0,51.0,0,0,Mathematics,2020
401,301-400,Zhengzhou University,../China,49-75,,40.8,76.5,34.0,0,0,Mathematics,2020
402,401-500,Aarhus University,../Denmark,2-3,,27.6,59.7,80.3,16.9,0,Mathematics,2020
403,401-500,AGH University of Science and Technology,../Poland,7,,36.5,67.0,66.9,0,0,Mathematics,2020
404,401-500,Amirkabir University of Technology,../Iran,2,,33.9,75.8,44.9,0,0,Mathematics,2020
405,401-500,Atilim University,../Turkey,3-4,,23.4,76.1,84.3,0,0,Mathematics,2020
406,401-500,BabeÈ-Bolyai University,../Romania,1,,37.0,66.4,75.3,0,0,Mathematics,2020
407,401-500,Ben-Gurion University of the Negev,../Israel,6-7,,40.8,60.2,77.0,0,0,Mathematics,2020
408,401-500,Brescia University,../Italy,30-33,,30.6,71.0,68.5,0,0,Mathematics,2020
409,401-500,Budapest University of Technology and Economics,../Hungary,1-2,,32.2,55.4,61.1,16.9,0,Mathematics,2020
410,401-500,Cairo University,../Egypt,2-3,,25.4,78.5,78.9,0,0,Mathematics,2020
411,401-500,Catholic University of the Sacred Heart,../Italy,30-33,,21.0,80.8,71.1,0,0,Mathematics,2020
412,401-500,China University of Geosciences (Wuhan),../China,76-93,,24.7,84.7,56.5,0,0,Mathematics,2020
413,401-500,Chongqing University of Posts and Telecommunications,../China,76-93,,26.0,85.2,26.9,0,0,Mathematics,2020
414,401-500,Comenius University in Bratislava,../Slovakia,1-2,,25.4,75.1,78.5,0,0,Mathematics,2020
415,401-500,COMSATS University Islamabad,../Pakistan,2,,33.4,66.2,79.5,0,0,Mathematics,2020
416,401-500,Dartmouth College,../UnitedStates,86-98,,24.3,67.3,67.3,16.9,0,Mathematics,2020
417,401-500,Durham University,../UnitedKingdom,20-26,,30.6,59.3,74.3,16.9,0,Mathematics,2020
418,401-500,Eindhoven University of Technology,../Netherlands,4-5,,37.2,62.3,81.9,0,0,Mathematics,2020
419,401-500,Eotvos Lorand University,../Hungary,1-2,,33.0,51.7,65.1,23.9,0,Mathematics,2020
420,401-500,Ghent University,../Belgium,4-6,,42.3,61.1,74.2,0,0,Mathematics,2020
421,401-500,Gyeongsang National University,../SouthKorea,8,,33.8,68.8,87.5,0,0,Mathematics,2020
422,401-500,Hangzhou Dianzi University,../China,76-93,,36.3,70.5,56.0,0,0,Mathematics,2020
423,401-500,Harbin Engineering University,../China,76-93,,28.7,78.6,48.4,0,0,Mathematics,2020
424,401-500,Hasselt University,../Belgium,4-6,,21.3,66.5,83.3,16.9,0,Mathematics,2020
425,401-500,Heidelberg University,../Germany,28-34,,34.4,56.3,61.6,16.9,0,Mathematics,2020
426,401-500,Henan Polytechnic University,../China,76-93,,38.0,72.8,45.0,0,0,Mathematics,2020
427,401-500,Hunan City University,../China,76-93,,14.5,93.8,36.6,0,0,Mathematics,2020
428,401-500,Jean Monnet University,../France,37-38,,13.0,65.7,73.2,29.3,0,Mathematics,2020
429,401-500,Jiangnan University,../China,76-93,,26.6,82.1,59.8,0,0,Mathematics,2020
430,401-500,Kaohsiung Medical University,../China-Taiwan,3,,20.5,78.9,95.6,0,0,Mathematics,2020
431,401-500,Karlsruhe Institute of Technology (KIT),../Germany,28-34,,43.2,61.2,70.0,0,0,Mathematics,2020
432,401-500,King Fahd University of Petroleum & Minerals,../SaudiArabia,4,,35.1,68.0,82.7,0,0,Mathematics,2020
433,401-500,King Mongkut's University of Technology North Bangkok,../Thailand,1,,18.4,80.5,86.7,0,0,Mathematics,2020
434,401-500,Kirikkale University,../Turkey,3-4,,14.9,93.3,72.0,0,0,Mathematics,2020
435,401-500,Lanzhou University of Technology,../China,76-93,,24.7,86.8,33.5,0,0,Mathematics,2020
436,401-500,Loughborough University,../UnitedKingdom,20-26,,27.9,76.5,81.3,0,0,Mathematics,2020
437,401-500,Ludong University,../China,76-93,,23.2,87.5,23.5,0,0,Mathematics,2020
438,401-500,Mansoura University,../Egypt,2-3,,25.8,73.8,80.2,0,0,Mathematics,2020
439,401-500,Missouri University of Science and Technology,../UnitedStates,86-98,,25.8,79.5,79.3,0,0,Mathematics,2020
440,401-500,Nanyang Technological University,../Singapore,2,,39.4,63.7,83.6,0,0,Mathematics,2020
441,401-500,"National University of Ireland, Galway",../Ireland,1,,28.1,72.0,90.7,0,0,Mathematics,2020
442,401-500,Newcastle University,../UnitedKingdom,20-26,,22.3,62.0,85.3,16.9,0,Mathematics,2020
443,401-500,Ningbo University,../China,76-93,,27.6,81.2,48.4,0,0,Mathematics,2020
444,401-500,Queen's University,../Canada,13-16,,20.0,54.9,79.2,29.3,0,Mathematics,2020
445,401-500,Shandong Normal University,../China,76-93,,38.3,74.1,42.5,0,0,Mathematics,2020
446,401-500,Shanxi University,../China,76-93,,39.6,72.5,43.3,0,0,Mathematics,2020
447,401-500,Slovak University of Technology in Bratislava,../Slovakia,1-2,,28.5,75.0,82.4,0,0,Mathematics,2020
448,401-500,Soochow University (China),../China,76-93,,41.3,67.4,47.0,0,0,Mathematics,2020
449,401-500,Southern University of Science and Technology,../China,76-93,,25.4,82.7,69.5,0,0,Mathematics,2020
450,401-500,Southwest Jiaotong University,../China,76-93,,29.9,76.2,49.3,0,0,Mathematics,2020
451,401-500,Taiyuan University of Technology,../China,76-93,,31.3,78.3,57.9,0,0,Mathematics,2020
452,401-500,Technical University of Denmark,../Denmark,2-3,,33.6,66.4,80.3,0,0,Mathematics,2020
453,401-500,Technical University of Dortmund,../Germany,28-34,,29.6,55.4,65.6,16.9,0,Mathematics,2020
454,401-500,The University of Adelaide,../Australia,8-11,,31.0,74.1,72.9,0,0,Mathematics,2020
455,401-500,The University of Melbourne,../Australia,8-11,,34.5,69.0,78.6,0,0,Mathematics,2020
456,401-500,The University of Reading,../UnitedKingdom,20-26,,29.0,75.5,67.6,0,0,Mathematics,2020
457,401-500,The University of Texas at Arlington,../UnitedStates,86-98,,26.0,79.2,82.4,0,0,Mathematics,2020
458,401-500,Tohoku University,../Japan,7-8,,42.8,61.1,58.3,0,0,Mathematics,2020
459,401-500,Umea University,../Sweden,7,,26.6,74.0,85.3,0,0,Mathematics,2020
460,401-500,UNESP,../Brazil,6,,33.8,55.0,68.6,16.9,0,Mathematics,2020
461,401-500,United Arab Emirates University,../UnitedArabEmirates,1,,20.5,80.2,85.7,0,0,Mathematics,2020
462,401-500,Universidad de Cadiz,../Spain,15,,26.0,67.6,62.9,16.9,0,Mathematics,2020
463,401-500,Universidad Del Bio-Bio,../Chile,6,,30.3,72.0,76.5,0,0,Mathematics,2020
464,401-500,University of Arkansas at Fayetteville,../UnitedStates,86-98,,25.6,84.8,54.6,0,0,Mathematics,2020
465,401-500,University of Augsburg,../Germany,28-34,,26.8,56.5,74.3,23.9,0,Mathematics,2020
466,401-500,University of Delaware,../UnitedStates,86-98,,35.4,68.7,71.6,0,0,Mathematics,2020
467,401-500,University of Franche-Comte,../France,37-38,,28.1,72.8,77.3,0,0,Mathematics,2020
468,401-500,University of Haifa,../Israel,6-7,,27.2,57.7,78.0,16.9,0,Mathematics,2020
469,401-500,University of Houston,../UnitedStates,86-98,,39.1,67.0,72.0,0,0,Mathematics,2020
470,401-500,University of Innsbruck,../Austria,6,,32.2,72.6,71.7,0,0,Mathematics,2020
471,401-500,University of Ioannina,../Greece,3,,26.4,77.3,91.3,0,0,Mathematics,2020
472,401-500,University of Iowa,../UnitedStates,86-98,,39.1,65.2,73.8,0,0,Mathematics,2020
473,401-500,University of Leicester,../UnitedKingdom,20-26,,21.8,77.1,83.7,0,0,Mathematics,2020
474,401-500,University of North Carolina at Chapel Hill,../UnitedStates,86-98,,37.6,67.8,63.3,0,0,Mathematics,2020
475,401-500,University of North Carolina at Charlotte,../UnitedStates,86-98,,26.6,75.2,73.2,0,0,Mathematics,2020
